DepartmentName,JobTitle,Zip,Salary,,,
Mildred Avenue K-8,Teacher,02341,"$94,213.78 ",,,
Curley K-8,Paraprofessional,02370,"$24,672.76 ",,,
Info & Instr Technology,Director (D) (non-ac),02339,"$108,983.58 ",,,
Office of Arts & Culture,Employment Agreement,02126,$132.00 ,,,
Jackson/Mann K-8,Nurse,02090,"$62,739.23 ",,,
Ellison/Parks EES,Teacher,02127,"$56,650.92 ",,,
Dorchester Academy,SpEd Support Svcs Coordinator,02121,"$79,428.29 ",,,
Edison K-8,Employment Agreement,02135,"$5,827.01 ",,,
BPS Special Education,ABA Specialist (BTU),02145,"$43,908.42 ",,,
BPS Office Of Budget Mgmt,Attendant,02115,"$4,745.42 ",,,
BPS McKinley Middle,Paraprofessional,02766,"$40,637.29 ",,,
BPS McKinley Middle,Paraprofessional,02478,"$41,662.10 ",,,
UP Academy Holland,Paraprofessional,02124,"$36,965.98 ",,,
BPS O'Donnell Elementary,Library Paraprofessional,02128,"$18,875.94 ",,,
BPS Guild Elementary,Paraprofessional,02150,"$35,236.65 ",,,
Chief Financial Officer,Analyst (C),02130,"$72,534.66 ",,,
BPS Special Education,ABA Specialist (BTU),02120,"$26,503.48 ",,,
BPS East Boston High,Teacher,02129,"$61,075.15 ",,,
Greater Egleston High,Jr Coordinator (B),02127,"$58,028.87 ",,,
Achievement Gap,Manager (C) (non-ac),02124,"$62,275.08 ",,,
Boston Police Department,Project Coor,02118,"$59,201.88 ",,,
Boston Cntr - Youth & Families,Sr Violence Interrupters,02124,"$36,049.93 ",,,
Parks Department,Golf Course Asst Supn,02128,"$9,419.27 ",,,
BPS Alternative Education HS,Community Field Coordinator,02122,"$57,130.25 ",,,
King K-8,Paraprofessional,02341,"$33,652.67 ",,,
Office of Arts & Culture,Dir of Planning and Policy,02119,"$71,926.27 ",,,
BPS Quincy Elementary,Coord-Manager (B),02130,"$44,423.94 ",,,
BPS New Mission Pilot,Community Field Coordinator,02136,"$61,401.73 ",,,
Boston Public Library,Library Aide,02125,"$10,475.00 ",,,
BPS Health and Wellness,Manager (C) (non-ac),02458,"$64,482.82 ",,,
Frederick Pilot Middle,Fam & Comm Outreach Coord,02131,"$48,840.99 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,01867,"$36,859.26 ",,,
BPS Dearborn Middle,Cluster Substitute,02124,"$3,790.44 ",,,
BPS Charlestown High,Teacher,01701,"$36,781.54 ",,,
Teaching & Learning,Teacher,02169,"$40,221.90 ",,,
West Zone ELC,Surround Care Paraprofessional,02301,"$38,695.85 ",,,
Frederick Pilot Middle,Director (D) (non-ac),02119,"$80,773.16 ",,,
Lyon K-8,Paraprofessional,02135,"$36,430.37 ",,,
ASD Human Resources,Head Clerk,02136,"$47,053.53 ",,,
Property Management,Head Admin Clerk,02122,"$43,647.38 ",,,
Boston Public Library,Sr Marketing Associate,02129,"$56,336.39 ",,,
UP Academy Holland,Teacher,06840,"$62,807.63 ",,,
Margarita Muniz Academy,Teacher,02140,"$58,336.06 ",,,
Office of Economic Development,Prin Accountant,02121,"$53,632.75 ",,,
BPS Boston Arts Academy,Librarian,01970,"$73,897.04 ",,,
Office of Economic Development,Intern I,02124,"$8,377.50 ",,,
Henderson Elementary,Security Para,02136,"$39,860.64 ",,,
BPS Human Resource Team,Coord-Manager (B),02125,"$60,640.05 ",,,
Unified Student Svc,Asst Superintendent,02118,"$155,161.02 ",,,
Traffic Division,Vehicle Impound Specialist ##,02124,"$34,854.91 ",,,
BPS Winthrop Elementary,Sub Lunch Monitor,02125,"$1,221.00 ",,,
BPS Trotter Elementary,Lunch Hour Monitors,02130,"$8,450.94 ",,,
BPS Athletics,Coach (NonTPP),02127,"$6,527.34 ",,,
Boston Public Library,Technical Support Associate,02136,"$39,703.50 ",,,
Boston Police Department,Statistical Analyst(Bpd),02130,"$43,679.78 ",,,
King K-8,Paraprofessional,02151,"$32,396.75 ",,,
BPS Special Education,SPED Coverage Paraprofessional,02122,"$37,445.50 ",,,
BPS McKinley Middle,Paraprofessional,02451,"$38,625.85 ",,,
Jackson/Mann K-8,Asst Principal Elementary,02472,"$115,402.72 ",,,
BPS Madison Park High,Teacher,02115,"$60,252.84 ",,,
BPS Condon Elementary,Paraprofessional,02169,"$33,926.74 ",,,
BPS Burke High,Paraprofessional,02121,"$32,316.20 ",,,
BPS Blackstone Elementary,Teacher,01952,"$24,968.84 ",,,
Lyon K-8,Staff Asst (B),02124,"$45,225.56 ",,,
BPS Latin Academy,Sen Clerk-School Secretary 15,02119,"$38,273.60 ",,,
Henderson Elementary,Lunch Hour Monitors,02126,"$8,488.53 ",,,
BPS Dever Elementary,Prin Clerk/School Sec 19,02127,"$26,787.29 ",,,
Public Works Department,Spec Hvy Meo,02125,"$35,818.17 ",,,
Food & Nutrition Svc,Substitute Cafe Attn BE,02119,"$11,530.26 ",,,
BPS Special Education,Sen Clerk School Sec 766-15B,02118,"$27,718.37 ",,,
BPS Another Course To Colleg,Cluster Substitute,02136,"$31,248.07 ",,,
BPS Equity,Asst Superintendent (non-ac),02136,"$154,699.50 ",,,
Boston Public Library,Young Adults Librarian II,02130,"$55,529.96 ",,,
Boston Public Library,Children's Librarian I,02132,"$63,759.28 ",,,
Lyndon K-8,Paraprofessional,02130,"$30,798.66 ",,,
BPS Boston Latin,Employment Agreement,02139,"$5,254.50 ",,,
Boston Fire Department,Head Clerk,02131,"$37,530.23 ",,,
Mission Hill K-8,Paraprofessional,02131,"$36,253.54 ",,,
Transportation-Parking Clerk,Teller,02124,"$38,804.17 ",,,
BPS Quincy Elementary,Teacher,02125,"$35,258.26 ",,,
Neighborhood Services,Staff Asst I,02119,"$40,377.53 ",,,
Neighborhood Services,Staff Asst I,02136,"$44,333.37 ",,,
Roosevelt K-8,Teacher,02127,"$86,071.84 ",,,
Inspectional Services Dept,Assoc Inspec  Engineer(Isd),02120,"$78,175.32 ",,,
Dpt of Innovation & Technology,BroadbandDigitalEquityAdvocate,02135,"$81,308.34 ",,,
Law Department,Asst Corp Counsel II,02120,"$66,847.14 ",,,
Achievement Gap,Teacher,02148,"$69,650.22 ",,,
Parks Department,Contract Manager,02132,"$70,238.48 ",,,
Dpt of Innovation & Technology,Management Analyst (Asd/Admin),02124,"$77,642.59 ",,,
BPS Charlestown High,Cluster Substitute,02171,"$12,921.95 ",,,
BPS Everett Elementary,Community Field Coordinator,02359,"$1,846.69 ",,,
Property Management,Dep Comm(A&F),02127,"$75,992.91 ",,,
Umana Middle,Paraprofessional,02124,"$39,752.87 ",,,
Mildred Avenue K-8,Employment Agreement,02364,"$14,400.00 ",,,
Mattapan Early Elementary,Lunch Hour Monitors,02136,"$8,803.34 ",,,
East Boston EEC,Cook,02129,"$17,349.97 ",,,
Boston Public Library,Major Projects Coord,02128,"$58,867.19 ",,,
BPS Special Education,One to One Para,01864,"$42,548.25 ",,,
Edison K-8,Security Para,02125,"$37,410.81 ",,,
Boston Fire Department,Hvy Mtr Equip Repairperson BFD,02136,"$66,035.26 ",,,
BPS Labor Relations,Paralegal Assistant,02131,"$42,840.00 ",,,
Law Department,Paralegal,02127,"$35,998.13 ",,,
Dpt of Innovation & Technology,Data Librarian,02113,"$26,492.97 ",,,
BPS Holmes Elementary,Teacher,01843,"$65,935.43 ",,,
Office of Economic Development,Neigh Business Manager,02128,"$72,200.63 ",,,
Tech Boston Academy,Cluster Substitute,02122,"$32,883.03 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02189,"$34,964.02 ",,,
BPS Timilty Middle,Teacher,02472,"$61,471.98 ",,,
Boston City Council,City Councilor,02126,"$99,499.92 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02563,"$25,311.26 ",,,
BPS East Boston High,Sen Clerk-School Secretary 15,02128,"$33,278.92 ",,,
BPS Human Resource Team,Employment Agreement,02066,"$2,205.00 ",,,
Alighieri Montessori School,Prin Clerk/School Sec 19,02122,"$42,264.58 ",,,
BPS Murphy Elementary,Cluster Substitute,02189,"$26,569.39 ",,,
BPS Equity,Jr Technician (A),02136,"$43,316.36 ",,,
BPS Equity,Special Assistant (D),02368,"$102,728.05 ",,,
Public Works Department,Code Enforce Offc,02131,"$30,311.76 ",,,
BPS Blackstone Elementary,Staff Asst (B),02136,"$48,277.91 ",,,
Public Works Department,Chief Highway Const Inspector,02128,"$52,903.78 ",,,
Parks Department,Maint Mech (Carpenter)##,02132,"$39,041.77 ",,,
BPS Welcome Services,Hot Line Worker,02118,"$14,751.96 ",,,
Boston City Council,Admin Asst (Cc),02135,"$25,433.27 ",,,
Fair Housing & Equity,Employment Agreement,02131,"$7,065.00 ",,,
Boston Public Library,Reader & Info Librarian I,02134,"$49,637.81 ",,,
"Greenwood, S K-8",Paraprofessional,02130,"$31,731.91 ",,,
Treasury-Treasury Division,Prin Admin Asst (Treas/Treas),02126,"$69,923.81 ",,,
Veterans' Services,Head Admin Clerk,02126,"$43,551.84 ",,,
BPS Harvard/Kent Elementary,Nurse,02124,"$69,638.37 ",,,
BPS O'Bryant School,Teacher,02472,"$28,325.46 ",,,
BPS Mendell Elementary,Teacher,02134,"$37,252.05 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02152,"$19,977.22 ",,,
Newcomers Academy,Cluster Substitute,02131,"$32,371.55 ",,,
BPS Charlestown High,Teacher,02134,"$57,068.85 ",,,
BPS Equity,Coord-Manager (B),02120,"$41,831.81 ",,,
BPS Quincy Elementary,Paraprofessional,02118,"$31,184.59 ",,,
BPS Holmes Elementary,Teacher,02364,"$25,017.08 ",,,
"UP ""Unlocking Potential"" Acad",Paraprofessional,02130,"$26,680.09 ",,,
Boston Public Library,Statewide Metadata Coordinator,02116,"$60,622.19 ",,,
Elderly Commission,Area Agency On Aging (AAA) Dir,02128,"$40,873.89 ",,,
ASD Office Of Labor Relation,Asst Corp Counsel III,02127,"$33,325.47 ",,,
"UP ""Unlocking Potential"" Acad",Teacher,02121,"$59,635.94 ",,,
BPS Facility Management,Jr Cust/Nights,02115,"$23,888.41 ",,,
BPS Dever Elementary,Nurse,02021,"$73,384.65 ",,,
Tobin K-8,Teacher,02451,"$61,240.58 ",,,
Young Achievers K-8,Social Worker/Coordinator,02170,"$62,954.93 ",,,
Newcomers Academy,Teacher,02341,"$66,169.88 ",,,
Higginson/Lewis K-8,SpEd Support Svcs Coordinator,02152,"$52,955.38 ",,,
UP Academy Holland,Social Worker/Coordinator,02125,"$67,878.37 ",,,
Public Works Department,Supv Struct Engr,02122,"$113,451.82 ",,,
Public Works Department,Jr Civil Eng,02136,"$51,385.52 ",,,
ASD Human Resources,Sr Admin Asst,02119,"$73,883.39 ",,,
BPS Trotter Elementary,Sub Lunch Monitor,02136,$165.00 ,,,
Haynes EEC,Lunch Hour Monitors,02119,"$8,540.76 ",,,
BPS Charlestown High,Cluster Substitute,02021,"$28,460.61 ",,,
BPS Edwards Middle,Coord-Manager (B),02128,"$62,166.28 ",,,
BPS Special Education,ABA Specialist (BTU),01801,"$36,791.68 ",,,
Public Works Department,Hvy Mtr Equip Oper & P W Lbr,02119,"$33,679.36 ",,,
Tech Boston Academy,Part-Time Cafeteria Attendant,02129,"$12,468.90 ",,,
Henderson Elementary,Part-Time Cafeteria Attendant,02136,"$12,027.63 ",,,
BPS Office Of Budget Mgmt,Attendant,02131,"$8,103.09 ",,,
Elderly Commission,Program Monitor,02130,"$46,368.83 ",,,
BPS Hennigan Elementary,Library Paraprofessional,02136,"$27,408.90 ",,,
Boston Cntr - Youth & Families,Commissioner,02136,"$110,000.02 ",,,
Fair Housing & Equity,Member-Fair Housing Comm,02122,"$1,800.00 ",,,
BPS Brighton High,Teacher,02703,"$37,516.82 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,01970,$437.30 ,,,
"Kennedy, PJ Elementary",Teacher,02748,"$67,311.43 ",,,
Boston Fire Department,Fire Fighter-Technician,02119,"$79,188.06 ",,,
Transportation-Parking Clerk,Claims Investigator(Opc),02124,"$37,062.30 ",,,
BPS Dever Elementary,Part-Time Cafeteria Attendant,02124,"$10,338.94 ",,,
BPS Brighton High,School Psychologist(1),02474,"$22,697.70 ",,,
East Boston EEC,Teacher,02356,"$69,486.28 ",,,
Comm. for Persons with Disabil,Admin Asst,02215,"$42,965.50 ",,,
BPS Taylor Elementary,Employment Agreement,02124,"$7,650.00 ",,,
Institutional Advancemt,Manager (C),02131,"$76,176.90 ",,,
BPS Facility Management,Jr Custodian,02125,"$24,058.93 ",,,
Institutional Advancemt,Coord-Manager (B),02130,,,,
BPS Orchard Gardens K-8 Pilot,Part-Time Cafeteria Attendant,02905,"$7,078.55 ",,,
Parks Department,Research Analyst (P&R Tree),02132,"$48,256.00 ",,,
Inspectional Services Dept,Animal Room Attendant,02119,"$19,788.65 ",,,
Mayor's Office,Special Assistant,02118,"$74,999.95 ",,,
Boston Police Department,Criminalist II,02111,"$67,979.71 ",,,
BPS Boston School Committee,School Committee Member,02131,"$7,499.96 ",,,
Teaching & Learning,Director (D),02852,"$94,011.55 ",,,
BPS Counseling Service,School Psychologist(1),02144,"$84,418.86 ",,,
"Greenwood, S K-8",Teacher,02155,"$38,775.59 ",,,
Ellison/Parks EES,Surround Care Paraprofessional,02072,"$53,062.99 ",,,
Mayor's Office,Spec Asst II,02119,"$79,480.31 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02026,"$2,129.95 ",,,
Neighborhood Development,Asst Dir for Compliance-Loans,02127,"$58,226.99 ",,,
BPS McKinley Middle,Paraprofessional,01904,"$41,288.85 ",,,
P. A. Shaw Elementary,Lunch Hour Monitors,02136,"$3,413.54 ",,,
BPS Human Resource Team,Specialist (C),02126,"$66,138.45 ",,,
Boston Police Department,Police Clerk And Typist,02114,"$36,280.06 ",,,
Food & Nutrition Svc,Substitute Cafe Attn BE,02136,"$4,877.30 ",,,
UP Academy Holland,Community Field Coordinator,02134,"$63,745.27 ",,,
Environment Department,Preservation Planner,02130,"$24,880.85 ",,,
Neighborhood Development,Sr Compliance Officer,02129,"$71,290.86 ",,,
BPS Substitute Teachers/Nurs,Substitute Nurse,02148,"$2,896.72 ",,,
Parks Department,Maint Mech Helper##,02124,"$11,666.30 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher,02445,$424.56 ,,,
UP Academy Holland,One to One Para,02125,"$45,952.16 ",,,
ASD Human Resources,Employee Assistance Clinician,02128,"$72,619.05 ",,,
"Greenwood, S K-8",Lead Satellite Attendant A,02205,"$15,332.32 ",,,
Roosevelt K-8,Paraprofessional,02124,"$39,948.49 ",,,
Traffic Division,Sr Traffic Engineer,02129,"$80,729.87 ",,,
BPS Blackstone Elementary,Paraprofessional,02895,"$36,044.41 ",,,
Neighborhood Development,Architect,02130,"$68,300.60 ",,,
ASD Human Resources,Head Account Clerk,02126,"$46,317.21 ",,,
BPS Lee Elementary,Paraprofessional,02145,"$21,638.96 ",,,
BPS Counseling Service,School Psychologist(1),02130,"$49,869.58 ",,,
Parks Department,Laborer (Park),02113,"$13,288.60 ",,,
Traffic Division,Employment Agreement,02120,"$13,644.00 ",,,
Green Academy,Part-Time Cafeteria Attendant,02134,"$11,130.96 ",,,
BPS Mckay Elementary,Part-Time Cafeteria Attendant,02131,"$13,929.50 ",,,
BTU Pilot,SpEd Support Svcs Coordinator,02026,"$80,502.16 ",,,
Traffic Division,Employment Agreement,02134,"$11,966.65 ",,,
Lyon K-8,Teacher,02134,"$60,384.11 ",,,
Boston Police Department,Sr Budget Anl (BPD)(H&H),02128,"$33,073.83 ",,,
Boston Cntr - Youth & Families,Computer Instructor,02118,"$47,764.36 ",,,
Public Works Department,Laborer Seasonal  (PW),02113,"$7,875.57 ",,,
English Language Learn,Technician (B),02130,"$72,574.59 ",,,
BPS Business Service,BPS Worker's Comp Job Class,02129,,,,
BPS Special Education,Asst Director (Basas 11B),02770,"$124,560.58 ",,,
BPS Snowden International Hi,Social Worker/Coordinator,02118,"$83,485.69 ",,,
Boston Police Department,Criminalist I,02134,"$47,543.39 ",,,
BPS Human Resource Team,Analyst (C),02062,"$81,592.46 ",,,
Office of New Bostonians,Project Coor,02128,"$12,115.40 ",,,
Parks Department,Sr Research Analyst (Parks&Rec,02130,"$66,110.07 ",,,
Eliot K-8,Teacher,06111,"$37,332.00 ",,,
BPS Bates Elementary,Lead Satellite Attendant B,02121,"$7,696.24 ",,,
BPS Kenny Elementary,Paraprofessional,02124,"$19,408.00 ",,,
BPS Murphy Elementary,Teacher,02210,"$45,785.49 ",,,
Mattapan Early Elementary,Nurse,02186,"$77,269.23 ",,,
BPS Human Resource Team,Coord-Manager (B),02302,"$24,501.78 ",,,
Boston Cntr - Youth & Families,Dir of Food Initiative,02136,"$72,417.98 ",,,
Boston Police Department,Dir of Human Resources (BPD),02122,"$124,771.14 ",,,
BPS Horace Mann,Paraprofessional,087505,$749.35 ,,,
Public Works Department,Laborer Seasonal  (PW),02119,"$11,664.45 ",,,
Environment Department,Dir of Design Review,02118,"$74,612.83 ",,,
Boston Fire Department,Diversity Officer,02124,"$69,007.01 ",,,
Mayor's Office,Staff Asst II,02125,"$47,141.00 ",,,
Comm. for Persons with Disabil,Architect,02136,"$66,957.56 ",,,
Mayor's Office,Staff Asst II,02130,"$53,070.14 ",,,
Neighborhood Development,Business Analyst/Product Owner,02128,"$65,680.35 ",,,
BPS East Boston High,Teacher,02139,"$66,218.01 ",,,
BPS Substitute Teachers/Nurs,Substitute Teacher HE,02215,"$22,475.43 ",,,
BPS Russell Elementary,Teacher,02171,"$57,437.71 ",,,
Public Facilities Department,Admin Offcr (PFD),02130,"$43,401.59 ",,,
BPS Health and Wellness,Coord-Manager (C),02458,"$69,744.76 ",,,
BPS Health and Wellness,Employment Agreement,02452,"$5,800.00 ",,,
Boston Cntr - Youth & Families,Food Security Fellow,02131,"$50,000.07 ",,,
Boston Public Library,Reference Librarian II,02130,"$64,134.74 ",,,
Fair Housing & Equity,Employment Agreement,019711,"$11,124.00 ",,,
BPS Harvard/Kent Elementary,Teacher,02343,"$64,375.28 ",,,
Veterans' Services,Veterans Svcs Supv,02131,"$17,552.35 ",,,
Election Division,Asst Reg Voters Hourly,02122,"$4,117.19 ",,,
Boston Fire Department,Inside Wireperson,02122,"$123,593.73 ",,,
ASD Human Resources,Assistant Compliance Manager,02116,"$59,011.96 ",,,
BPS Special Education,Teacher,0926,"$4,690.52 ",,,
Boston Retirement System,Student Intern,02132,"$5,670.00 ",,,
Info & Instr Technology,Director (D) (non-ac),02370,"$107,434.08 ",,,
BPS Blackstone Elementary,Staff Asst (B),02118,"$53,138.50 ",,,
Parks Department,Park Ranger I,02125,"$33,229.87 ",,,
Parks Department,Park Ranger I,02128,"$31,840.77 ",,,
Boston Police Department,DDACTS Analyst,02125,"$39,558.79 ",,,
Traffic Division,Sr Radio Communications Tech,02127,"$77,793.14 ",,,
BPS Winthrop Elementary,Sub Lunch Monitor,02124,$660.00 ,,,
P. A. Shaw Elementary,Lunch Hour Monitors,02126,"$8,748.06 ",,,
BPS Special Education,Coord-Manager (C),02132,"$78,158.24 ",,,
Public Facilities Department,Admin Asst,02125,"$56,103.36 ",,,
Election Division,Asst Reg Voters Hourly,02215,"$3,739.89 ",,,
Law Department,Asst Corp Counsel II,02113,"$67,161.70 ",,,
Election Division,Sr Data Proc Sys Anl,02126,"$75,806.80 ",,,
Parks Department,Summer Program Assistant,02131,"$1,100.00 ",,,
Boston Public Library,Sr Bldg Custodian,02130,"$41,284.18 ",,,
Boston Public Library,Children's Librarian I,02215,"$60,298.90 ",,,
Boston Cntr - Youth & Families,Staff Asst,02122,"$40,581.49 ",,,
Unified Student Svc,Employment Agreement,02138,"$11,242.50 ",,,
Law Department,Asst Corp Counsel I,02109,"$34,835.58 ",,,
BPS Labor Relations,Attorney (D),02116,"$86,102.49 ",,,
Law Department,Asst Corp Counsel I,02128,"$63,795.59 ",,,
BPS Russell Elementary,Teacher,02467,"$61,099.08 ",,,
English Language Learn,Technician (B),02134,"$44,559.79 ",,,
BPS Bradley Elementary,Teacher,02026,"$54,385.61 ",,,
Dudley St. Neighborhood School,Specialist (BTU),02038,"$21,955.31 ",,,
Eliot K-8,Technician (B),02114,"$69,200.32 ",,,
ASD Human Resources,Student Intern,02111,"$2,352.00 ",,,
Dudley St. Neighborhood School,Teacher,02140,"$69,486.28 ",,,
ASD Human Resources,Student Intern,02113,"$4,140.00 ",,,
ASD Human Resources,Student Intern,02210,"$4,890.00 ",,,
Office of Economic Development,Staff Asst I,02215,"$50,269.31 ",,,
BPS Brighton High,Student Dev Counselor (1),02131,"$62,288.84 ",,,
Dpt of Innovation & Technology,Chief Data Officer,02128,"$124,468.71 ",,,
Transportation-Parking Clerk,Hearings Employee,02135,"$23,218.25 ",,,
Young Achievers K-8,Teacher,02135,"$57,187.82 ",,,
BPS Clap Elementary,Specialist (BTU),02116,"$74,358.97 ",,,
Boston Fire Department,Fire Alarm Operator,02135,"$73,703.36 ",,,
Traffic Division,Traffic Signal Repairprs##,02125,"$49,048.33 ",,,
Chief Academic Officer,Director (D) (non-ac),02116,"$48,089.88 ",,,
Accountability,Director (D),02130,"$91,298.05 ",,,
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,02131,"$53,920.53 ",,,
BPS Dearborn Middle,Teacher,01902,"$74,728.78 ",,,
BPS Edwards Middle,Admin Asst (B),02113,"$58,028.87 ",,,
Parks Department,Staff Asst (Pt),02132,"$1,650.00 ",,,
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,02114,"$97,647.05 ",,,
BPS Madison Park High,Asst Headmaster,02189,"$124,698.76 ",,,
BPS Dever Elementary,Principal Elementary,019973,"$146,220.37 ",,,
Info & Instr Technology,Manager (D) (non-ac),01950,"$104,304.98 ",,,
Mayor's Office,Special Assistant,02116,"$50,000.08 ",,,
UP Academy Holland,Director Of Instruction,02210,"$97,201.07 ",,,
Innovation Department,Managing Partner,02128,"$137,817.45 ",,,
BPS Special Education,Summer BTU Para,02368,"$4,723.98 ",,,
BPS South Boston HS - Excel,Teacher,02120,"$57,322.20 ",,,
BPS Harvard/Kent Elementary,Social Worker/Coordinator,02124,"$19,894.08 ",,,
Eliot K-8,Director (C),02128,"$78,454.29 ",,,
Baldwin ELC,Surround Care Paraprofessional,02131,"$49,134.00 ",,,
BPS Harvard/Kent Elementary,Teacher,02152,"$39,816.46 ",,,
