DepartmentName,JobTitle,Salary,Zip
BPS Cl#10 Lee Academy,Teacher,"$67,940.95",
BPS Dever Elementary,Paraprofessional,"$38,972.27",
Umana Middle,Teacher,"$54,847.92",
BPS Athletics,Coach (TPP),"$7,213.98",
Tech Boston Academy,Student Dev Counselor (1),"$65,072.80",
Tech Boston Academy,Community Field Coordinator,"$64,984.29",
BPS Boston Latin,Teacher,"$61,401.07",
BPS Equity,Manager (D) (non-ac),"$103,528.07",
Quincy Upper School,Teacher,"$80,547.36",
Margarita Muniz Academy,Teacher,"$77,733.81",
Tech Boston Academy,Teacher,"$70,199.52",
BPS Grew Elementary,Teacher,"$75,812.68",
BPS Orchard Gardens K-8 Pilot,Teacher,"$51,942.26",
BPS Irving Middle,Specialist (BTU),"$77,492.59",
BPS Irving Middle,Teacher,"$65,621.06",
UP Academy Dorchester,Teacher,"$34,097.85",
BPS Dever Elementary,Teacher,"$81,933.29",
BPS Human Resource Team,Manager (C) (non-ac),"$88,249.82",
BPS South Boston HS - Excel,Teacher,"$77,781.68",
BPS Health and Wellness,Teacher,"$81,573.18",
Curley K-8,Specialist (BTU),"$71,014.68",
Mildred Avenue K-8,Teacher,"$84,044.12",
BPS Another Course To Colleg,Teacher,"$65,869.70",
BPS Mendell Elementary,Teacher,"$67,311.43",
BPS Condon Elementary,Teacher,"$48,641.42",
BPS O'Bryant School,Asst Headmaster,"$98,541.35",
Mildred Avenue K-8,Teacher,"$72,643.62",
UP Academy Dorchester,Director (Basas 10B),"$100,116.91",
BPS Winthrop Elementary,Teacher,"$69,812.20",
Alighieri Montessori School,Teacher,"$71,230.52",
BPS Cl#10 Lee Academy,Teacher,"$66,563.64",
Research Assess & Eval,Analyst (C),"$81,592.46",
UP Academy Holland,Teacher,"$49,470.96",
BPS Trotter Elementary,Teacher,"$87,540.35",
BPS South Boston HS - Excel,Specialist (BTU),"$69,997.42",
BPS Health Service,Director (D) (non-ac),"$57,273.06",
BPS Transportation,Director (D) (non-ac),"$62,272.21",
Inspectional Services Dept,Sr Legal Asst (Isd),"$53,808.70",
BPS Orchard Gardens K-8 Pilot,Teacher,"$71,562.89",
Baldwin ELC,Surround Care Paraprofessional,"$48,581.03",
Baldwin ELC,Surround Care Paraprofessional,"$47,670.18",
BPS Mckay Elementary,Teacher,"$63,180.39",
BPS Orchard Gardens K-8 Pilot,Teacher,"$86,406.30",
BPS Counseling Service,School Psychologist(1),"$71,370.94",
Research Assess & Eval,Secretary,"$41,601.72",
BPS Carter Center,Teacher,"$91,479.69",
BPS Harvard/Kent Elementary,Cluster Substitute,"$34,472.67",
BPS Mather Elementary,Teacher,"$62,833.02",
BPS South Boston HS - Excel,Teacher,"$43,765.14",
Mildred Avenue K-8,Teacher,"$71,975.20",
Boston Fire Department,Fire Fighter-AdvanceTechnician,"$89,643.15",
UP Academy Holland,Teacher,"$51,661.22",
BPS Office Of Budget Mgmt,Analyst (C),"$88,249.82",
Boston Fire Department,Fire Fighter,"$87,350.01",
BPS Blackstone Elementary,Teacher,"$89,999.84",
BPS Winthrop Elementary,Teacher,"$71,421.33",
BPS Lee Elementary,Specialist (BTU),"$70,317.37",
UP Academy Holland,SpEd Support Svcs Coordinator,"$80,575.59",
BPS Lee Elementary,Teacher,"$69,255.48",
BPS Special Education,ABA Specialist (BTU),"$22,483.62",
BPS McKinley Middle,Paraprofessional,"$26,060.56",
UP Academy Holland,Teacher,"$37,451.06",
UP Academy Dorchester,Director (Basas 10B) (non-ac),"$98,669.73",
Info & Instr Technology,Specialist (C),"$38,162.26",
Gardner Pilot  Academy,Surround Care Paraprofessional,"$46,861.25",
UP Academy Holland,Teacher,"$62,807.63",
Umana Middle,Teacher,"$63,180.39",
UP Academy Dorchester,Paraprofessional,"$48,663.20",
UP Academy Dorchester,Teacher,"$55,714.83",
Mildred Avenue K-8,Paraprofessional,"$26,117.06",
BPS Dever Elementary,Teacher,"$75,749.60",
BPS Boston Arts Academy,Coordinator (C),"$29,246.63",
BPS Dearborn Middle,Teacher,"$70,387.20",
BPS Alternative Education HS,Social Worker/Coordinator,"$69,997.42",
BPS McKinley Middle,Teacher,"$81,360.99",
BPS Boston Latin,Teacher,"$82,308.59",
BPS English High,Teacher,"$46,446.04",
Lyndon K-8,Teacher,"$64,493.86",
Eliot K-8,Teacher,"$45,288.68",
BPS Lee Elementary,Community Field Coordinator,"$53,789.45",
BPS Special Education,ABA Specialist (BTU),"$48,303.76",
BPS Special Education,ABA Specialist (BTU),"$51,045.61",
BPS Brighton High,Student Dev Counselor (1),"$48,141.62",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$22,244.54",
BTU Pilot,Paraprofessional,"$21,765.09",
Curley K-8,Teacher,"$50,993.59",
Margarita Muniz Academy,Teacher,"$65,914.72",
Baldwin ELC,Surround Care Paraprofessional,"$46,933.90",
Tobin K-8,Community Field Coordinator,"$66,881.27",
BPS Tynan Elementary,Teacher,"$52,791.14",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$22,971.95",
BPS Charlestown High,Coord-Manager (B),"$81,974.60",
BPS Boston Latin,Teacher,"$51,529.12",
Newcomers Academy,Teacher,"$82,015.87",
BPS Mather Elementary,Teacher,"$63,421.04",
BPS Beethoven Elementary,Social Worker/Coordinator,"$83,777.22",
UP Academy Dorchester,Teacher,"$38,616.30",
Green Academy,Social Worker/Coordinator,"$78,123.35",
BPS Burke High,Surround Care Paraprofessional,"$55,927.53",
Jackson/Mann K-8,Teacher,"$67,360.48",
Dudley St. Neighborhood School,Teacher,"$46,097.54",
BPS Horace Mann,Teacher,"$85,230.48",
"Kennedy, JF Elementary",Teacher,"$59,474.92",
BPS Latin Academy,Director (E) (non-ac),"$97,379.57",
BPS Boston Comm Leadership Ac,Teacher,"$46,674.18",
BPS Conley Elementary,Lunch Hour Monitors,"$8,748.06",
UP Academy Holland,Teacher,"$30,386.13",
BPS Special Education,SPED Coverage Paraprofessional,"$37,690.99",
BPS Channing Elementary,Teacher,"$72,602.09",
BPS South Boston HS - Excel,Teacher,"$77,688.79",
BPS Guild Elementary,Community Field Coordinator,"$61,290.42",
Dudley St. Neighborhood School,Community Field Coordinator,"$49,829.36",
Boston Public Library,Neigh Library Service Manager,"$103,850.39",
BPS English High,Teacher,"$39,506.75",
ASD Human Resources,Intern&FellowshipProgCoord,"$78,615.16",
Boston Public Library,CentralLibraryServicesManager,"$6,657.20",
Warren/Prescott K-8,Teacher,"$75,569.55",
BPS Special Education,Community Field Coordinator,"$61,356.52",
Tech Boston Academy,Nurse,"$78,118.62",
Baldwin ELC,Surround Care Paraprofessional,"$42,446.38",
Eliot K-8,Sub Lunch Monitor,"$6,658.14",
Mayor's Office,Spec Asst II,"$89,132.02",
Baldwin ELC,Surround Care Paraprofessional,"$43,779.75",
Eliot K-8,Teacher,"$66,725.73",
BPS Counseling Service,School Psychologist(1),"$72,332.37",
Public Works Department,Spec Hvy Meo,,
Mayor's Office,Staff Asst II,"$57,445.87",
Tech Boston Academy,Teacher,"$64,680.88",
BPS Madison Park High,Teacher,"$92,727.35",
BPS Madison Park High,Teacher,"$91,658.45",
BPS Madison Park High,Teacher,"$75,173.55",
BPS Channing Elementary,Lead Satellite Attendant A,"$22,582.61",
Info & Instr Technology,Project Manager (C),"$50,571.00",
BPS Madison Park High,Part-Time Cafeteria Attendant,"$13,273.54",
BPS Boston Latin,Part-Time Cafeteria Attendant,"$23,217.74",
BPS Boston Arts Academy,Part-Time Cafeteria Attendant,"$13,099.00",
West Roxbury Academy,Asst Cafeteria Manager,"$38,648.88",
Mayor's Office,Chief of Education,"$139,050.08",
West Roxbury Academy,Part-Time Cafeteria Attendant,"$15,337.78",
Boston Public Library,Young Adults Librarian I,"$43,292.25",
BPS McKinley Middle,Asst Program Director (7),"$109,463.50",
BPS Special Education,Asst Director (Basas 11B),"$109,005.39",
BPS Ellis Elementary,Teacher,"$53,069.41",
Mattapan Early Elementary,Teacher,"$80,420.97",
BPS Athletics,Coach (NonTPP),"$3,907.98",
BPS Boston Evening Academy,Teacher,"$65,869.70",
BPS Trotter Elementary,Teacher,"$80,573.29",
BPS Brighton High,Security Para,"$54,399.95",
BPS Adams Elementary,Teacher,"$53,379.90",
Boston Public Library,Business Analyst,"$66,206.34",
Boston Public Library,Conservation Officer,"$65,117.18",
Office of Arts & Culture,Employment Agreement,$176.00,
Henderson Elementary,Teacher,"$54,640.77",
Office of Economic Development,Special Assistant,"$114,577.18",
Young Achievers K-8,Part-Time Cafeteria Attendant,"$9,764.26",
Henderson Elementary,Paraprofessional,"$13,731.15",
Food & Nutrition Svc,Substitute Cafeteria Attendant,"$1,155.00",
Baldwin ELC,Lead Satellite Attendant B,"$19,134.91",
BPS Perkins Elementary,Lunch Hour Monitors,"$15,605.22",
Newcomers Academy,Community Field Coordinator,"$70,503.23",
Inspectional Services Dept,Admin Secretary (Isd),"$32,479.89",
BPS Boston Latin,Teacher,"$89,170.36",
BPS Another Course To Colleg,Surround Care Paraprofessional,"$46,874.41",
BPS McCormack Middle,Part-Time Cafeteria Attendant,"$12,670.29",
BPS Special Education,ABA Specialist (BTU),"$52,470.02",
Tobin K-8,Part-Time Cafeteria Attendant,"$17,602.64",
BPS Roland Hayes Div of Music,Community Field Coordinator,"$59,503.15",
"Kennedy, JF Elementary",Teacher,"$30,308.05",
BPS Boston Arts Academy,Teacher,"$44,815.91",
BPS Boston Arts Academy,Community Field Coordinator,"$51,694.85",
Boston Collaborative High Sch,Teacher,"$42,836.09",
Green Academy,Paraprofessional,"$40,467.36",
Lyon K-8,Teacher,"$76,511.83",
Boston Cntr - Youth & Families,Streetworkers,"$25,014.10",
Dpt of Innovation & Technology,Radio Communications Tech,"$62,307.77",
Inspectional Services Dept,Admin Secretary (Isd),"$42,244.14",
Henderson Elementary,Paraprofessional,"$34,051.30",
BPS Boston Arts Academy,Teacher,"$45,273.55",
BPS O'Donnell Elementary,Teacher,"$79,635.55",
BPS Taylor Elementary,Teacher,"$69,382.49",
BPS Madison Park High,Teacher,"$82,056.78",
BPS Boston Latin,Cafeteria Manager16,"$50,626.56",
BPS Community Academy,Teacher,"$56,379.03",
BPS Boston Latin,Part-Time Cafeteria Attendant,"$14,889.32",
BPS Irving Middle,Teacher,"$45,376.57",
BPS Dearborn Middle,Teacher,"$70,387.20",
BPS Burke High,Rotc Instructor,"$97,081.44",
BPS Everett Elementary,Teacher,"$69,382.49",
Tobin K-8,Teacher,"$59,732.61",
BPS Burke High,Teacher,"$65,869.70",
Alighieri Montessori School,Lunch Hour Monitors,"$4,170.54",
BPS Quincy Elementary,Teacher,"$68,743.75",
Lyndon K-8,Part-Time Cafeteria Attendant,"$12,192.69",
UP Academy Dorchester,Librarian,"$88,489.96",
BPS Madison Park High,Program Director (Basas 10B),,
BPS Dearborn Middle,Nurse,"$68,649.47",
BPS Holmes Elementary,Teacher,"$67,311.43",
Finance Commission,Admin Asst,"$46,039.29",
Lyon Pilot High 9-12,Teacher,"$18,157.31",
BPS Madison Park High,Teacher,"$11,290.23",
ASD Office of Budget Mangmnt,Office Operations Mgr (Budget),"$45,366.25",
BPS New Mission Pilot,Cluster Substitute,"$26,514.42",
Boston Collaborative High Sch,Teacher,"$69,997.42",
Edison K-8,Teacher,"$42,164.83",
Student Support Svc,Analyst (C),"$48,791.67",
BPS Mendell Elementary,Teacher,"$67,311.43",
UP Academy Holland,Head Staff Assistant 28,"$50,494.91",
Neighborhood Development,Advisor to the Chief of DND,"$111,060.91",
Boston Public Library,Asst Events Coord,"$17,081.03",
Quincy Upper School,Teacher,"$45,740.37",
BPS Murphy Elementary,Social Worker/Coordinator,"$83,777.22",
BPS Blackstone Elementary,Paraprofessional,"$48,500.34",
Inspectional Services Dept,Chief Bldg Inspector##,"$28,971.49",
BPS Quincy Elementary,Lead Satellite Attendant A,"$19,026.13",
Tobin K-8,Lead Satellite Attendant B,"$21,003.59",
Perry K-8,Lead Satellite Attendant B,"$21,934.57",
UP Academy Dorchester,Part-Time Cafeteria Attendant,"$7,702.40",
Teaching & Learning,Asst Director (Basas 11B),"$108,005.43",
Tech Boston Academy,Teacher,"$67,844.07",
BPS Boston Latin,Part-Time Cafeteria Attendant,"$12,220.35",
UP Academy Dorchester,Part-Time Cafeteria Attendant,"$12,666.68",
BPS Special Education,ABA Specialist (BTU),"$50,951.21",
English Language Learn,Director (D) (non-ac),"$88,335.83",
BPS Special Education,ABA Specialist (BTU),"$44,648.49",
Hernandez K-8,Teacher,"$64,316.51",
Boston Public Library,Young Adults Librarian II,"$54,509.05",
BPS Another Course To Colleg,Nurse,"$65,611.64",
BPS Mather Elementary,Lead Satellite Attendant A,"$29,166.53",
Edison K-8,Part-Time Cafeteria Attendant,"$16,098.51",
Dorchester Academy,Staff Asst (B),"$5,689.84",
BPS Human Resource Team,Coord-Manager (D),"$108,983.58",
BPS Timilty Middle,Teacher,"$73,820.38",
BPS Athletics,Coach (NonTPP),"$2,259.34",
Boston Police Department,Liaison Agent (BPD),"$38,704.20",
Haley Pilot,Teacher,"$66,555.35",
BPS Orchard Gardens K-8 Pilot,Teacher,"$22,235.37",
Public Facilities Department,Admin Asst,"$55,179.76",
BPS Latin Academy,Guidance Counselor(1),"$59,899.12",
"Kennedy, EM Health Academy",Community Field Coordinator,"$29,086.64",
Boston Public Library,Sr Library Asst (Branch),"$41,915.31",
Green Academy,Teacher,"$61,738.74",
Neighborhood Services,Admin Asst,"$44,107.45",
BPS Lee Elementary,Coord-Manager (C),"$60,349.20",
BPS Cl#10 Lee Academy,Teacher,"$65,942.73",
BPS Mason Elementary,Teacher,"$16,525.52",
Public Facilities Department,Program Assistant(PFD/BPD),"$67,915.04",
Auditing Department,Sr Admin Anl (Sp Proj Stff)Aud,"$67,879.68",
BPS Latin Academy,Community Field Coordinator,"$58,342.60",
Unified Student Svc,Specialist (BTU) non ac,"$78,123.35",
BPS High School Renewal,Employment Agreement,"$27,040.00",
Baldwin ELC,Nurse,"$60,095.36",
Dpt of Innovation & Technology,Sr Data Proc Sys Anl,"$97,647.08",
Public Works Department,Hvy Mtr Equi Repairpr Class II,"$51,586.62",
BPS Mather Elementary,Paraprofessional,"$36,188.62",
Lyon K-8,Community Field Coordinator,"$21,805.23",
BPS Special Education,Sign Language Interpreter,"$31,188.84",
BPS English High,Teacher,"$8,246.39",
BPS Boston Arts Academy,Teacher,"$17,821.59",
BPS Blackstone Elementary,Lunch Hour Monitors,"$2,238.84",
City Clerk,Admin Asst,"$51,883.54",
Mayor's Office,Chief Communications Offcr,"$125,999.90",
BPS Cl#10 Lee Academy,Lead Satellite Attendant B,"$18,003.78",
Mildred Avenue K-8,Teacher,"$79,965.61",
"UP ""Unlocking Potential"" Acad",Teacher,"$68,617.44",
Boston Police Department,Jr  Building Custodian,"$37,900.45",
Workers Compensation Service,Workers Comp Job Classificatn,,
Alighieri Montessori School,Teacher,"$50,846.69",
ASD Office of Budget Mangmnt,Revenue Manager (OBM),"$97,173.90",
"Greenwood, S K-8",Paraprofessional,"$8,783.55",
BPS Carter Center,Paraprofessional,"$26,812.72",
English Language Learn,Manager (C) (non-ac),"$23,204.65",
BPS Special Education,One to One Para,"$27,732.10",
Research Assess & Eval,Manager (C) (non-ac),"$75,659.45",
Public Works Department,Admin Secretary,"$43,785.99",
BPS Mckay Elementary,Paraprofessional,"$31,856.63",
Dorchester Academy,Guidance Counselor(1),"$63,873.32",
UP Academy Dorchester,Part-Time Cafeteria Attendant,"$12,307.82",
Elderly Commission,Driver,"$35,990.02",
Dpt of Innovation & Technology,Chief Digital Officer,"$68,546.28",
Traffic Division,Parking Meter Opr Person I##,"$35,296.94",
BPS South Boston HS - Excel,Rotc Instructor,"$110,910.67",
Public Facilities Department,Asst Dir,"$16,184.19",
BPS Substitute Teachers/Nurs,Substitute Teacher HE,"$35,475.22",
BPS Blackstone Elementary,Community Field Coordinator,"$46,906.74",
Edison K-8,Nurse,"$88,792.28",
Property Management,Exec Asst,"$99,491.47",
Boston Police Department,Jr  Building Custodian,"$37,313.18",
Boston Fire Department,Chief BureauofAdminServ (Fire),"$120,000.06",
Boston Cntr - Youth & Families,Program Supervisor,"$52,588.20",
BPS Madison Park High,Prin Clerk/School Sec 19,"$44,376.02",
BPS Madison Park High,Teacher,"$58,966.09",
"Kennedy, PJ Elementary",Paraprofessional,"$31,934.89",
Consumer Affairs & Licensing,ExecDirConsumerAffrs&Licensing,"$124,999.94",
Consumer Affairs & Licensing,Commissioner (Lbd)BM,"$84,999.98",
Office of Economic Development,Operations Manager,"$60,230.74",
Office of Arts & Culture,Arts Commissioner,"$127,000.12",
BPS Otis Elementary,Teacher,"$78,201.02",
Office of Economic Development,Dir of Growth Strategies,"$100,823.17",
BPS Boston Arts Academy,Social Worker/Coordinator,"$57,954.87",
Parks Department,Gardener,"$12,966.51",
Lyndon K-8,Teacher,"$42,628.94",
BPS Guild Elementary,SpEd Support Svcs Coordinator,"$46,648.01",
BPS Kenny Elementary,Paraprofessional,"$44,431.31",
BPS Substitute Teachers/Nurs,Substitute Nurse,"$13,350.97",
Law Department,ACC - Attorney,"$1,750.00",
BPS Special Education,Sum Sch - BTU Prof,"$36,114.75",
Election Division,Election Operations Asst,"$14,238.77",
UP Academy Holland,Paraprofessional,"$43,682.80",
"Kennedy, PJ Elementary",Teacher,"$65,935.43",
Fair Housing & Equity,Affirm Marketing Specialist,"$59,721.82",
BPS Brighton High,Teacher,"$82,251.59",
BPS Special Education,One to One Para,"$45,285.27",
BPS Boston School Committee,School Committee Member,"$7,499.96",
Inspectional Services Dept,Health Inspector##,"$57,624.30",
BPS O'Bryant School,Student Dev Counselor (1),"$67,571.26",
BPS Mendell Elementary,Teacher,"$70,546.03",
Public Works Department,Sr Highway Maint CrftsprsPwd##,"$39,214.36",
Inspectional Services Dept,Head Clerk,"$38,804.17",
Mattapan Early Elementary,Surround Care Paraprofessional,"$39,937.72",
Info & Instr Technology,Project Manager (C),"$110,067.95",
Boston Retirement System,Asst Corp Counsel IV,"$99,964.31",
Boston Police Department,Prin Research Analyst,"$61,235.97",
BPS Madison Park High,Teacher,"$62,869.27",
Newcomers Academy,Security Para,"$43,779.75",
BPS Hennigan Elementary,Paraprofessional,"$37,568.79",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$1,197.03",
Office of Arts & Culture,Staff Asst I,"$54,010.83",
Boston Public Library,Curator -Profess Librarian,"$38,356.97",
Haley Pilot,Paraprofessional,"$32,252.95",
Boston Public Library,Manager of Youth Services,"$104,464.40",
BPS Substitute Teachers/Nurs,Substitute Teacher,"$8,736.40",
BPS Special Education,ABA Specialist (BTU),"$50,951.21",
BPS Mather Elementary,Part-Time Cafeteria Attendant,"$11,824.45",
BPS Madison Park High,Director (C),"$72,534.66",
Environment Department,Chief of Environment & Energy,"$137,943.78",
BPS Boston Arts Academy,Teacher,"$70,132.62",
BPS Labor Relations,Attorney (D),"$94,380.79",
Boston Fire Department,Management Analyst,"$58,783.77",
Inspectional Services Dept,Head Clerk,"$36,262.92",
ASD Human Resources,Assoc Dir (EAP),"$91,318.35",
Public Facilities Department,Admin Asst,"$53,427.15",
Jackson/Mann K-8,Paraprofessional,"$35,474.63",
BPS Dever Elementary,Teacher,"$57,384.62",
Boston Cntr - Youth & Families,Violence Interrupters (BCYF),"$39,107.76",
Boston Cntr - Youth & Families,Sr Violence Interrupters,"$30,810.92",
Boston Cntr - Youth & Families,Violence Interrupters (BCYF),"$35,307.57",
Boston Cntr - Youth & Families,Violence Interrupters (BCYF),"$35,703.28",
